name,fullname,mean_time,median_time,min_time,max_time,stddev_time,rounds,iterations,timer
test_array_operations_benchmark,hazelbean_tests/performance/benchmarks/test_simple_benchmarks.py::test_array_operations_benchmark,0.010469124982501942,0.010304250055924058,0.009559041121974587,0.013727375073358417,0.000646449194975481,91,1,perf_counter
test_file_io_benchmark,hazelbean_tests/performance/benchmarks/test_simple_benchmarks.py::test_file_io_benchmark,0.00020099804626363472,0.00017862499225884676,0.00012812507338821888,0.013063417049124837,0.00025524068492259103,4424,1,perf_counter
test_path_resolution_benchmark,hazelbean_tests/performance/benchmarks/test_simple_benchmarks.py::test_path_resolution_benchmark,1.3398946558748229e-05,1.3041077181696892e-05,1.2707896530628204e-05,0.0001360829919576645,2.482315305909144e-06,17279,1,perf_counter
test_array_processing_benchmark,hazelbean_tests/performance/benchmarks/test_simple_benchmarks.py::test_array_processing_benchmark,0.0006559485042287173,0.0006413750816136599,0.0006209169514477253,0.0014842080418020487,6.507521890113727e-05,423,1,perf_counter
test_hazelbean_get_path_benchmark,hazelbean_tests/performance/benchmarks/test_simple_benchmarks.py::test_hazelbean_get_path_benchmark,0.00013200485319742617,0.0001284580212086439,0.00012537511065602303,0.00029775011353194714,1.0657116297668359e-05,6625,1,perf_counter
